id,title,original_language,popularity,release_date,vote_average,vote_count,tags
11976,Legend,en,19.776,1985-08-28,6.3,953,"adventure,fantasy set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. he must save the beautiful princess  lili and defeat the demonic lord of darkness, or the world will be plunged into a never-ending ice age."
11598,The Kentucky Fried Movie,en,8.529,1977-08-10,6.3,222,"comedy a series of loosely connected skits that spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, and the fear that somebody is watching you on the other side of the tv."
10413,Nowhere to Run,en,18.113,1993-01-15,6.3,544,"action,drama,thriller,romance escaped convict sam gillen single-handedly takes on ruthless developers who are determined to evict a widow with two young children."
201,Star Trek: Nemesis,en,16.97,2002-12-13,6.3,1120,"science fiction,action,adventure,thriller en route to the honeymoon of william riker to deanna troi on her home planet of betazed, captain jean-luc picard and the crew of the u.s.s. enterprise receives word from starfleet that a coup has resulted in the installation of a new romulan political leader, shinzon, who claims to seek peace with the human-backed united federation of planets. once in enemy territory, the captain and his crew make a startling discovery: shinzon is human, a slave from the romulan sister planet of remus, and has a secret, shocking relationship to picard himself."
11007,Cheaper by the Dozen,en,21.802,2003-12-24,6.3,2393,"comedy,family the baker brood moves to chicago after patriarch tom gets a job coaching football at northwestern university, forcing his writer wife, mary, and the couple's 12 children to make a major adjustment. the transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous."
860623,Last Man Down,en,358.251,2021-10-19,6.3,515,"action,thriller after civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the nordic wilderness. years later, a wounded woman appears on his doorstep. she's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. he's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than commander stone, the man that murdered his wife some years ago."
305470,Power Rangers,en,97.118,2017-03-23,6.3,3897,"science fiction,action,adventure saban's power rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of angel grove — and the world — is on the verge of being obliterated by an alien threat. chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. but to do so, they will have to overcome their real-life issues and before it’s too late, band together as the power rangers."
255343,Escobar: Paradise Lost,en,17.067,2014-10-11,6.3,681,"thriller,romance for pablo escobar family is everything. when young surfer nick falls for escobar's niece, maria, he finds his life on the line when he's pulled into the dangerous world of the family business."
139651,Haute Cuisine,fr,9.821,2012-09-17,6.3,217,"comedy,drama the story of danièle delpeuch and how she was appointed as the private chef for françois mitterrand."
40205,16 Wishes,en,42.101,2010-10-02,6.3,1123,"fantasy,drama,family the story about abby jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. when the big day actually arrives, utter disaster strikes, leaving abby to think her birthday is ruined. but when a mysterious box of magical birthday candles arrives to turn things around, abby's 16 wishes start to come true. her day gets better and better...until she makes one wish that threatens to change everything."
22824,The Fourth Kind,en,31.276,2009-11-06,6.3,1357,"mystery,science fiction,thriller since the 1960s, a disproportionate number of the population in and around nome, alaska, have gone missing. despite fbi investigations, the disappearances remain a mystery. dr. abigail tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions."
18519,Free Willy 3: The Rescue,en,20.213,1997-08-08,6.3,280,"family,adventure willy the whale is back, this time threatened by illegal whalers making money off sushi. jesse, now 16, has taken a job on an orca-researching ship, along with old friend randolph and a sarcastic scientist, drew. on the whaler's ship is captain john wesley and his son, max, who isn't really pleased about his father's job, but doesn't have the gut to say so. along the way, willy reunites with jesse"
13600,City of Ember,en,16.942,2008-10-07,6.3,1459,"adventure,family,fantasy for generations, the people of the city of ember have flourished in an amazing world of glittering lights. but ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. now, two teenagers, in a race against time, must search ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever."
11449,The Amityville Horror,en,25.212,1979-07-26,6.3,683,"horror george lutz and his wife kathleen, move into their long island dream house with their children only for their lives to be turned into a hellish nightmare. the legacy of a murder committed in the house gradually affects the family and a priest is brought in to try and exorcise the demonic presence from their home."
10743,Confidence,en,8.072,2003-04-25,6.3,342,"action,comedy,thriller,crime,mystery what jake vig doesn't know just might get him killed. a sharp and polished grifter, jake has just swindled thousands of dollars from the unsuspecting lionel dolby with the help of his crew. it becomes clear that lionel wasn't just any mark, he was an accountant for eccentric crime boss winston king. jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt."
9882,The Siege,en,13.183,1998-11-06,6.3,1075,"drama,action,thriller,crime the secret us abduction of a suspected terrorist from his middle east homeland leads to a wave of terrorist attacks in new york.  an fbi senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an army general gone rogue and a female cia agent of uncertain loyalties."
4953,Be Kind Rewind,en,8.501,2008-01-20,6.3,1110,"drama,comedy a man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. in order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films."
